銘柄コード,会社名,時価総額,PER(会予),PBR,配当利回り(会予),売上高,売上総利益率,営業CF/売上比率,販管費/売上比率,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,有利子負債/総資産,有利子負債/時価総額,純有利子負債/時価総額,DEレシオ,流動比率,総資産,現金及び預金,売上債権,売上債権回転数,棚卸資産,棚卸資産回転数,有形固定資産,固定負債,有利子負債,純有利子負債,純資産,自己資本,ネットキャッシュ,ネットキャッシュ比率
8593,三菱HCキャピタル,"1,438,791",10.7,0.8,4.00,"1,950,583",19.50,2.50,12.00,"146,176",7.50,"123,842",6.30,6.90,15.20,70.90,581.7,561.90,4.7,168.40,"11,805,106","282,080",,,"49,808",11.6,"4,708,997","6,380,236","8,368,976","8,084,584","1,805,853","1,788,833","8,086,896",68.50
8601,大和証券G本社,"1,303,475",,0.8,4.80,"1,372,014",47.10,33.10,34.90,"166,742",12.20,"154,368",11.30,9.40,4.60,15.00,413.7,3.70,3.3,111.70,"36,024,346","3,756,732",,,759,,"942,230","3,399,386","5,392,484","48,813","1,923,287","1,639,739","1,635,752",4.54
9202,ANAHD,"1,307,672",10.7,1.2,2.20,"2,261,856",18.50,16.50,9.80,"196,639",8.70,"153,027",6.80,13.50,31.20,37.30,103.2,10.10,1.2,132.70,"3,620,297","454,709","246,650",39.8,"75,844",15.0,"1,404,955","1,203,660","1,349,058","132,640","1,140,095","1,130,317","894,349",24.70
9502,中部電力,"1,396,028",7.5,0.5,3.80,"3,669,234",,8.20,,"242,045",6.60,"202,087",5.50,7.30,39.10,38.70,197.5,176.50,1.0,91.10,"7,124,812","293,547",,,"305,019",,,"3,009,231","2,757,168","2,463,621","2,858,530","2,786,524","2,463,621",34.58
9532,大阪瓦斯,"1,455,065",10.9,0.9,,"2,083,050",19.70,15.00,11.40,"172,553",8.30,"132,679",6.40,8.30,49.00,26.40,58.9,47.50,0.5,158.50,"3,249,980","166,194",,,"260,701",56.9,"1,359,819","1,030,412","857,626","691,432","1,638,479","1,590,879","691,432",21.27
9602,東宝,"1,318,473",35.2,2.8,1.10,"313,171",46.20,16.50,25.50,"64,684",20.70,"43,357",13.80,9.10,73.30,0.30,0.1,6.10,0.0,222.20,"653,068","42,905",,,"21,067",45.6,"243,502","67,311","1,908","80,033","494,815","478,390","40,997",6.28
9719,SCSK,"1,294,461",22.5,4.4,2.30,"596,065",26.80,11.40,15.40,"66,121",11.10,"45,035",7.60,15.50,32.90,50.80,34.7,26.20,1.5,97.60,"885,029","105,623","156,209",95.7,"28,111",23.5,"89,354","235,433","449,762","339,124","292,565","291,420","344,139",38.88
1878,大東建託,"1,025,259",11.4,2.2,,"1,842,357",17.10,4.60,10.70,"118,875",6.50,"93,858",5.10,20.10,38.10,10.20,12.1,11.20,0.3,184.10,"1,222,783","235,890",,,"203,083",48.6,"184,276","344,517","124,475","114,421","467,433","466,391","111,415",9.11
2413,エムスリー,"1,212,412",26.9,3.2,,"284,900",54.20,18.20,32.60,"62,971",22.10,"40,484",14.20,10.70,65.10,4.20,2.0,11.70,0.1,296.40,"581,741","134,933","65,047",83.3,,,"48,609","86,829","24,420","142,333","412,799","378,436","110,513",19.00
3003,ヒューリック,"1,143,535",10.6,1.4,3.80,"591,615",39.00,59.70,11.40,"163,360",27.60,"102,341",17.30,12.40,25.50,64.30,182.7,161.70,2.5,97.80,"3,250,468","240,261",,,"384,151",388.8,"1,802,898","1,703,764","2,088,863","1,848,602","852,028","827,798","1,848,602",56.87
3038,神戸物産,"932,090",38.8,6.9,0.60,"507,883",11.50,6.10,4.70,"34,350",6.80,"21,443",4.20,15.90,58.80,16.00,4.0,7.80,0.3,316.60,"229,805","109,793","25,932",18.6,"19,594",15.9,"63,941","41,037","36,846","72,947","138,692","135,149","72,947",31.74
3088,マツキヨココカラ&カンパニー,"1,065,005",20.3,2.1,1.60,"1,022,531",34.60,6.20,27.20,"75,705",7.40,"52,347",5.10,10.30,70.70,2.70,1.8,8.40,0.0,203.80,"717,735","108,920","69,262",24.7,"146,881",80.2,"111,694","28,654","19,416","89,504","508,440","507,778","89,504",12.47
4151,協和キリン,"1,146,702",20.1,1.4,2.70,"495,558",73.20,13.70,33.80,,,"59,870",12.10,7.20,81.60,,0.0,18.80,,323.30,"1,019,279","214,370","136,494",100.5,"73,160",201.4,"114,828","48,586",0,"215,563","831,421","831,421","214,370",21.03
4204,積水化学工業,"1,021,939",12.5,1.3,3.30,"1,297,754",32.40,9.20,24.10,"107,951",8.30,"81,925",6.30,10.10,60.70,8.30,10.8,3.10,0.1,206.80,"1,330,786","142,586","205,780",57.9,"244,630",101.8,"403,870","155,417","110,829","31,757","835,366","807,348","31,757",2.39
4523,エーザイ,"1,204,919",28.0,1.4,3.70,"741,751",79.10,7.50,50.50,"53,408",7.20,"42,406",5.70,4.90,61.00,15.30,18.2,6.10,0.3,199.40,"1,432,864","291,260","235,640",116.0,"206,110",484.3,"159,932","152,986","219,102","72,975","898,261","873,357","72,158",5.04
4768,大塚商会,"1,086,601",19.8,3.0,3.00,"1,107,668",20.30,3.40,13.60,"74,360",6.70,"53,481",4.80,15.00,51.90,0.90,0.6,17.80,0.0,182.40,"685,990","199,537",,,"73,114",30.2,"35,631","8,412","6,000","193,537","360,697","356,337","193,537",28.21
5019,出光興産,"1,181,267",8.1,0.6,4.00,"8,719,201",9.70,4.30,5.70,"346,316",4.00,"228,518",2.60,12.40,35.80,26.00,113.1,97.20,0.7,126.50,"5,148,516","188,485","953,823",39.9,"1,324,258",61.4,"1,380,605","915,581","1,336,527","1,148,042","1,861,244","1,841,214","1,148,042",22.30
6532,ベイカレント,"1,168,416",31.3,12.4,1.30,"116,056",53.80,28.10,17.10,"42,615",36.70,"30,760",26.50,32.60,75.70,6.50,0.7,4.70,0.1,366.70,"124,665","60,552","22,699",71.4,919,6.3,"11,620","6,105","8,082","55,470","94,401","94,401","52,470",42.09
6586,マキタ,"1,149,073",21.3,1.2,,"753,130",36.00,17.20,21.80,"107,038",14.20,"79,338",10.50,8.60,83.70,0.90,0.9,24.60,0.0,544.20,"1,106,525","253,279","105,831",51.3,"338,116",256.2,"266,609","35,032","10,152","282,787","932,495","926,005","243,127",21.97
6920,レーザーテック,"1,193,218",16.1,6.7,2.20,"213,506",50.30,15.60,12.20,"81,375",38.10,"59,076",27.70,33.30,59.20,,0.0,4.50,,212.80,"299,365","53,824",,,"174,406",600.4,"30,542","1,319",0,"53,824","177,333","177,312","53,824",17.98
7201,産自動車,"1,209,732",,0.2,,"12,685,716",16.30,7.60,11.80,"568,718",4.50,"426,649",3.40,7.50,28.50,43.30,719.0,546.00,1.5,165.90,"20,094,824","1,649,912",,,"2,039,449",70.1,"4,844,127","6,074,261","8,697,431","6,605,648","6,228,475","5,725,516","7,047,519",35.07
7272,ヤマハ発動機,"1,118,821",8.0,1.0,4.40,"2,576,179",31.90,6.90,24.90,"181,515",7.00,"108,069",4.20,9.30,41.70,34.20,85.1,47.00,0.8,140.10,"2,783,501","372,999","178,186",25.2,"574,105",119.5,"486,844","409,053","951,973","525,820","1,226,586","1,161,569","578,974",20.80
8473,SBIHD,"1,113,299",,0.8,,"1,210,504",78.00,111.20,33.50,,,"87,243",7.20,6.60,4.30,17.60,489.2,11.50,4.1,,"30,912,082","5,318,711",,,,,"131,698",,"5,446,214","127,503","1,877,255","1,328,782","127,503",0.41
9005,東急,"1,031,292",13.9,1.3,1.30,"1,037,819",31.00,14.00,21.80,"94,905",9.10,"63,763",6.10,7.80,30.80,47.40,121.2,115.90,1.5,64.60,"2,635,507","55,357","160,890",56.6,"27,921",14.2,"1,792,590","1,094,308","1,250,322","1,194,965","852,624","812,696","1,194,965",45.34
9024,西武HD,"944,566",3.6,2.4,1.10,"477,598",18.60,19.30,8.70,"47,711",10.00,"26,990",5.70,6.90,23.50,47.40,83.5,77.80,2.0,64.30,"1,662,295","53,223",,,"150,422",141.3,"1,245,586","856,978","788,306","735,083","396,379","390,870","735,083",44.22
9107,川崎汽船,"1,248,298",4.2,0.7,5.10,"962,300",16.70,21.10,7.90,"84,763",8.80,"104,776",10.90,6.10,75.00,12.90,23.5,6.10,0.2,212.60,"2,275,953","217,796",,,"39,349",17.9,"483,935","330,686","293,331","75,535","1,740,318","1,707,356","75,535",3.32
9201,本航空,"1,147,926",10.0,1.2,3.50,"1,844,095",,20.70,,"168,605",9.10,"107,038",5.80,11.00,34.90,32.10,78.1,12.50,0.9,130.70,"2,794,913","749,030","210,211",41.6,"49,723",,"1,214,014","939,934","896,023","143,491","1,016,673","975,058","146,993",5.26
1803,清水建設,"1,056,650",16.0,1.2,2.50,"2,005,518",4.50,1.10,5.70,"24,685",1.20,"17,163",0.90,2.00,34.10,24.00,57.1,29.70,0.7,118.60,"2,514,107","219,785",,,"7,083",1.3,"636,903","343,922","603,155","313,370","919,263","857,861","383,370",15.25
2267,ヤクルト本社,"891,742",17.1,1.6,2.20,"503,079",59.60,14.10,47.00,"63,399",12.60,"51,006",10.10,8.90,67.00,9.40,8.9,20.50,0.1,249.30,"852,339","262,393","63,389",46.0,"33,014",59.3,"278,134","75,569","79,809","182,584","626,267","570,722","182,584",21.42
2269,明治HD,"959,228",19.2,1.3,2.80,"1,105,494",29.60,9.80,22.00,"84,322",7.60,"50,675",4.60,6.80,61.00,7.50,9.6,0.10,0.1,170.20,"1,217,395","93,155","231,946",76.6,"208,214",97.7,"483,296","92,287","91,896","1,259","786,453","742,905","1,259",0.10
285A,キオクシアHD,"983,789",,1.4,0.00,"1,076,584",12.00,18.10,12.00,68,0.00,"243,728",22.60,,23.70,34.50,106.4,87.50,1.5,87.20,"3,035,047","174,300","350,159",118.7,"344,981",104.4,"1,093,274","1,249,164","1,047,068","861,146","718,730","718,589","872,768",28.76
2875,東洋水産,"926,826",15.7,1.9,1.80,"489,013",28.70,14.40,15.00,"66,696",13.60,"55,653",11.40,11.60,80.70,0.60,0.4,26.40,0.0,500.70,"595,846","248,467",,,"38,397",40.2,"178,690","28,476","3,433","245,034","493,088","480,705","245,034",41.12
3626,TIS,"972,588",21.7,3.0,1.60,"549,004",27.60,11.40,15.90,"64,568",11.80,"48,873",8.90,14.80,63.10,8.10,4.3,5.50,0.1,210.80,"521,741","94,913",,,"7,709",7.1,"81,184","51,709","42,192","53,087","341,337","329,165","52,721",10.10
4188,三菱ケミカルG,"1,002,615",19.3,0.6,4.50,"4,387,218",26.10,10.60,21.30,"261,831",6.00,"119,596",2.70,6.60,29.70,60.70,368.6,335.00,2.0,128.90,"6,091,957","283,485","823,687",68.5,"812,377",91.5,"2,067,680","2,062,967","3,695,632","3,358,671","2,361,387","1,807,934","3,412,147",56.01
5411,JFEHD,"1,060,672",11.2,0.4,6.00,"5,174,632",12.70,9.30,7.90,"287,003",5.50,"197,421",3.80,7.90,44.10,34.30,183.7,167.40,0.8,162.90,"5,686,549","149,639","740,326",52.2,"1,275,428",103.0,"1,939,710","1,571,605","1,948,549","1,775,224","2,559,471","2,508,192","1,798,910",31.63
5929,三和HD,"1,033,970",20.3,3.6,2.00,"611,107",32.30,11.90,21.60,"65,360",10.70,"43,228",7.10,14.80,58.60,8.70,4.2,5.30,0.1,229.90,"496,971","90,814","20,107",12.0,"89,545",78.9,"94,913","61,230","43,310","55,306","293,105","291,196","47,504",9.56
6361,荏原製作所,"1,029,609",14.2,2.2,2.50,"866,668",33.10,11.60,21.10,"97,953",11.30,"71,401",8.20,15.10,47.10,15.00,14.6,2.40,0.3,174.00,"1,005,085","171,031","170,282",71.7,"205,960",129.7,"201,991","114,408","150,432","24,397","485,336","473,277","20,599",2.05
7181,かんぽ生命保険,"1,067,591",8.9,0.3,3.70,"6,744,134",,45.40,,,,"87,056",1.30,2.50,5.80,0.80,46.8,46.80,0.1,,"60,471,823",,,,,,"141,552",,"500,000","500,000","3,489,751","3,489,751",,
7186,コンコルディア･フィナンシャルG,"974,145",,0.8,3.40,"358,303",,618.90,,,,"66,931",18.70,5.30,5.10,81.10,2067.0,2067.00,15.8,,"24,839,162",,"32,119",32.7,,,"166,405",,"20,135,395","20,135,395","1,279,647","1,274,804",,
7701,島津製作所,"1,076,626",18.6,2.2,1.70,"511,895",43.10,5.90,28.90,"72,753",14.20,"57,037",11.10,11.60,74.70,1.90,1.2,11.20,0.0,310.00,"658,241","133,567",,,"152,851",191.7,"121,281","23,481","12,471","121,096","491,458","491,452","121,096",18.40
7735,SCREENHD,"940,600",10.3,2.3,2.90,"504,916",36.10,19.10,17.50,"94,164",18.60,"70,579",14.00,17.00,61.40,0.70,0.5,20.60,0.0,200.70,"676,863","110,724","6,051",4.4,"176,979",200.4,"105,405","16,433","4,729","193,995","415,935","415,885","105,995",15.66
7912,大本印刷,"917,480",8.7,0.8,,"1,424,822",22.00,5.10,16.70,"75,450",5.30,"110,929",7.80,9.20,60.90,7.60,16.3,12.30,0.1,203.90,"1,978,891","262,204",,,"169,410",55.7,"456,782","305,171","149,805","112,399","1,278,005","1,205,645","112,399",5.68
8331,千葉銀行,"857,195",12.2,0.7,3.30,"310,742",,253.50,,,,"62,440",20.10,5.40,5.30,75.30,1930.9,1930.90,14.2,,"21,980,835",,"25,342",29.8,,,"125,036",,"16,551,923","16,551,923","1,162,816","1,162,816",,
9023,東京地下鉄,"1,042,023",17.9,1.5,2.30,"407,832",34.30,30.30,13.00,"86,942",21.30,"53,748",13.20,7.50,35.30,44.10,85.9,78.80,1.2,186.30,"2,029,745","38,762",,,"7,781",10.6,"1,543,577","1,143,401","894,691","820,929","716,529","716,529","855,929",42.17
9042,阪急阪神HD,"984,411",14.1,1.0,1.50,"997,611",13.90,12.40,3.30,"105,689",10.60,"67,801",6.80,6.60,32.50,40.40,129.7,123.50,1.2,116.00,"3,160,329","60,514","88,896",32.5,"17,410",7.4,"2,032,204","1,560,528","1,276,370","1,215,856","1,118,551","1,025,884","1,215,856",38.47
9143,SGHD,"944,771",16.9,1.6,,"1,316,940",11.70,5.90,4.90,"89,204",6.80,"58,279",4.40,10.10,53.50,19.80,22.6,8.70,0.4,110.90,"1,077,432","131,294",,,"28,067",8.8,"458,656","117,784","213,398","82,104","581,349","576,837","82,104",7.62
9684,スクウェア･エニックス･HD,"1,005,841",35.9,3.0,0.80,"356,344",47.00,14.70,37.80,"32,558",9.10,"14,912",4.20,4.50,79.50,,0.0,23.60,,488.80,"421,569","237,639","44,399",45.5,"7,111",13.7,"27,643","14,151",0,"237,639","335,714","335,044","237,639",56.37
1911,住友林業,"865,059",7.0,1.0,4.30,"2,053,650",24.50,1.30,15.00,"194,588",9.50,"116,528",5.70,13.30,39.70,28.90,73.6,55.00,0.7,233.20,"2,205,795","157,711","95,473",17.0,"893,917",210.4,"286,231","598,060","636,556","475,783","970,912","876,238","478,845",21.71
2702,本マクドナルドHD,"799,082",26.2,3.2,0.90,"405,477",20.00,13.00,8.10,"48,021",11.80,"31,961",7.90,12.60,75.10,0.10,0.0,8.90,0.0,146.80,"337,094","67,327","25,229",22.7,"1,660",1.9,"149,512","7,981",263,"71,064","253,044","253,044","67,064",19.89
2897,清食品HD,"929,418",16.6,1.9,2.20,"732,933",35.30,12.80,26.90,"73,361",10.00,"54,170",7.40,11.30,55.20,22.90,21.4,10.20,0.4,139.90,"868,451","85,935","125,298",62.4,"75,789",58.3,"343,027","122,069","198,595","94,900","517,927","479,007","112,660",12.97
3635,コーエーテクモHD,"786,785",29.1,4.2,1.70,"83,150",63.00,41.30,24.40,"32,119",38.60,"37,628",45.30,20.00,89.90,,0.0,5.70,,325.10,"209,828","24,034","15,123",66.4,177,2.1,"36,509","1,492",0,"44,488","189,421","188,548","24,034",11.45
4911,資生堂,"932,053",155.3,1.5,1.70,"990,586",76.00,4.90,75.90,"7,575",0.80,"10,813",1.10,,47.50,27.30,39.0,25.40,0.6,119.90,"1,331,848","98,479","154,305",56.9,"160,507",246.8,"294,411","278,642","363,160","236,299","654,643","632,474","264,681",19.87
5201,AGC,"947,820",11.8,0.7,4.70,"2,067,603",24.10,13.80,18.20,"125,835",6.10,"94,042",4.50,,49.70,18.70,57.0,45.60,0.4,141.30,"2,889,665","107,988","332,442",58.7,"454,143",105.7,"1,550,862","509,196","539,816","431,828","1,671,697","1,435,788","431,828",14.94
5334,本特殊陶業,"956,469",10.6,1.4,3.80,"652,993",39.50,20.40,20.50,"129,660",19.90,"92,625",14.20,13.70,68.10,29.90,31.0,6.60,0.4,383.00,"990,966","208,192","147,551",82.5,"183,932",170.0,"219,974","162,594","296,647","63,192","674,722","674,573","88,455",8.93
5713,住友金属鉱山,"856,691",27.6,0.5,3.30,"1,445,388",11.50,14.60,4.70,,,"58,601",4.10,3.30,58.90,33.60,118.9,95.00,0.6,203.20,"3,029,895","185,750","178,138",45.0,"533,523",152.2,"723,084","583,077","1,018,691","813,989","1,974,213","1,784,787","832,941",27.49
5831,しずおかフィナンシャルG,"812,984",11.1,0.7,4.00,"346,526",,49.10,,,,"57,760",16.70,4.80,7.50,74.90,1485.7,1485.70,10.0,,"16,128,497",,"55,548",58.5,,,"50,019",,"12,078,217","12,078,217","1,206,447","1,206,354",,
5838,楽天銀行,"885,497",18.1,3.0,0.00,"137,950",,745.10,,,,"34,436",25.00,11.80,1.90,78.10,1357.0,1357.00,41.1,,"15,382,154",,"3,039,954",8043.4,,,"4,357",,"12,016,358","12,016,358","310,834","292,439",,
6305,立建機,"916,114",11.0,1.1,4.10,"1,371,285",31.30,10.50,20.70,"144,989",10.60,"81,428",5.90,10.10,45.20,45.90,89.7,70.20,1.0,163.20,"1,791,006","147,136","270,259",71.9,"531,183",205.7,"486,031","319,798","821,588","643,128","857,952","809,337","674,452",37.66
6465,ホシザキ,"872,492",22.8,2.4,1.70,"445,495",37.40,10.60,25.80,"51,479",11.60,"37,170",8.30,10.20,66.90,,0.0,27.40,,303.50,"543,944","239,035","70,253",57.6,"69,164",90.5,"80,498","32,676",0,"239,035","382,677","363,923","239,035",43.94
6479,ミネベアミツミ,"861,000",15.1,1.1,2.10,"1,402,127",16.50,7.30,11.60,"73,536",5.20,"54,035",3.90,7.10,48.50,44.30,81.0,57.80,0.9,182.80,"1,575,080","189,309","290,726",75.7,"356,564",111.2,"530,033","310,383","697,766","497,306","775,812","764,094","508,457",32.28
6504,富士電機,"937,863",11.6,1.4,,"1,123,407",28.30,12.90,17.80,"117,646",10.50,"92,239",8.20,13.30,52.70,7.70,10.8,4.00,0.1,177.70,"1,312,175","63,542","323,966",105.3,"238,649",108.1,"347,074","150,050","101,293","37,751","730,658","691,767","37,751",2.88
6506,安川電機,"798,008",17.2,1.9,2.20,"537,682",35.60,10.50,26.40,"50,156",9.30,"56,987",10.60,13.20,58.00,24.30,22.6,14.70,0.4,257.80,"743,774","59,028","153,740",104.4,"206,259",217.5,"129,069","124,659","180,701","117,387","439,610","431,189","121,673",16.36
6645,オムロン,"853,936",68.3,0.9,2.40,"818,761",,,,"34,342",,"8,105",1.00,0.80,70.20,,0.0,0.00,,,"1,373,190","136,909",,,,,"136,177","174,887",0,,"964,185","964,185","136,909",9.97
6841,横河電機,"820,201",16.1,1.7,1.80,"540,152",47.20,11.80,32.60,"78,800",14.60,"61,685",11.40,13.20,66.20,3.40,2.9,18.20,0.1,266.00,"708,730","173,543",,,"57,884",74.1,"86,697","46,313","24,129","149,414","479,656","468,889","149,414",21.08
6967,新光電気工業,"797,325",,2.8,,"215,022",18.50,22.40,6.80,"25,354",11.80,"17,875",8.30,6.30,71.40,7.60,3.8,6.70,0.1,159.90,"397,136","83,140","58,395",99.1,"31,366",65.4,"209,319",705,"30,000","53,140","283,381","283,381","53,140",13.38
7752,リコー,"873,096",19.6,0.9,2.50,"2,348,987",34.90,5.30,32.80,"62,023",2.60,"44,176",1.90,4.30,42.70,32.30,88.6,54.60,0.8,134.80,"2,395,370","185,810","519,540",80.7,"339,081",81.0,"203,845","412,493","773,310","476,304","1,068,432","1,022,881","587,500",24.53
9404,本テレビHD,"813,812",22.0,0.8,,"423,523",33.50,10.50,23.60,"41,877",9.90,"34,660",8.20,3.40,77.90,0.80,1.3,20.50,0.0,305.80,"1,297,722","137,799",,,"6,762",8.8,"254,911","150,101","10,755","167,044","1,042,479","1,011,491","127,044",9.79
1944,きんでん,"750,080",14.4,1.3,2.60,"705,058",18.80,3.50,10.20,"60,979",8.60,"47,250",6.70,7.90,72.90,1.80,2.0,24.20,0.0,248.80,"821,693","104,161",,,"3,471",2.2,"151,746","19,497","14,936","181,220","599,738","599,044","89,225",10.86
2212,山崎製パン,"662,599",17.9,1.6,1.50,"1,244,488",32.60,5.90,28.40,"51,873",4.20,"36,015",2.90,8.80,48.30,11.80,15.1,8.80,0.2,125.90,"849,037","158,532","119,891",35.2,"34,246",14.9,"359,226","130,164","99,999","58,533","458,544","410,205","58,533",6.89
2768,双,"730,101",6.3,0.8,4.80,"2,509,714",13.80,0.70,10.80,,,"110,633",4.40,11.40,31.40,67.20,284.3,258.00,2.1,159.80,"3,087,252","192,299","899,822",130.9,"275,871",46.6,"259,230","1,094,057","2,075,799","1,883,500","1,007,616","968,957","1,883,500",61.01
3099,三越伊勢丹HD,"680,445",11.7,1.1,2.60,"536,441",59.50,10.60,49.30,"54,369",10.10,"55,580",10.40,9.30,48.50,7.80,14.2,8.80,0.2,69.60,"1,236,300","35,234",,,"26,985",45.3,"704,119","221,927","96,400","59,823","601,030","599,671","61,166",4.95
3231,野村不動産HD,"735,622",9.8,1.0,4.20,"757,638",35.20,17.70,19.50,"118,958",15.70,"74,835",9.90,10.00,27.90,57.50,210.1,205.00,2.1,247.20,"2,686,569","37,265",,,"898,147",667.6,"890,250","1,334,506","1,545,304","1,508,039","751,439","750,049","1,508,039",56.13
3288,オープンハウスG,"720,256",,1.5,2.90,"1,295,862",16.00,8.10,6.80,"119,088",9.20,"92,921",7.20,19.10,37.00,48.10,87.9,30.20,1.3,364.10,"1,317,010","415,281",,,"695,828",233.2,"29,956","420,628","632,979","217,698","558,797","487,267","217,698",16.53
3289,東急不動産HD,"723,537",9.9,0.9,3.40,"1,103,047",19.60,14.20,8.70,"120,238",10.90,"68,545",6.20,9.00,25.10,54.20,227.0,206.80,2.2,218.60,"3,032,889","116,396",,,"987,356",406.3,"1,125,520","1,655,437","1,642,364","1,496,587","782,630","762,326","1,525,968",50.31
3349,コスモス薬品,"731,782",29.9,2.9,0.70,"964,989",19.50,5.70,16.20,"31,501",3.30,"24,454",2.50,9.80,52.50,6.00,3.9,0.80,0.1,64.80,"474,101","22,765",672,0.3,"88,059",41.4,"320,043","29,614","28,529","5,764","248,822","248,822","5,764",1.22
4324,電通G,"768,850",76.9,1.1,4.70,"1,410,961",85.20,4.30,75.50,"124,992",8.90,"192,172",13.60,,19.90,15.60,71.2,19.50,0.8,105.30,"3,507,260","371,989","1,678,146",434.1,"6,095",10.6,"26,159","670,828","547,273","150,086","769,035","696,838","175,284",5.00
4528,小野薬品工業,"783,002",15.7,1.0,,"502,672",74.70,22.00,19.90,"159,935",31.80,"127,977",25.50,15.70,75.40,14.30,19.7,2.10,0.2,354.50,"1,082,304","160,982","152,211",110.5,"77,621",222.9,"106,733","138,971","154,286","16,554","821,495","815,918","6,696",0.62
4732,ユー･エス･エス,"689,687",18.8,3.5,2.90,"97,606",60.50,48.30,10.30,"48,937",50.10,"32,906",33.70,16.60,83.90,1.00,0.3,12.70,0.0,445.80,"236,594","87,278",,,"1,461",13.8,"98,540","9,139","2,413","87,865","201,913","198,477","84,865",35.87
5016,JX金属,"735,342",,1.2,,"291,395",59.50,13.20,36.20,"14,617",5.00,"102,624",35.20,16.40,47.30,29.30,52.8,46.60,0.6,147.10,"1,325,887","36,779","108,967",136.5,"138,809",37.8,"328,245","264,359","388,530","342,573","720,802","627,388","351,751",26.53
6724,セイコーエプソン,"615,060",15.0,0.8,3.90,"1,362,944",36.20,10.10,29.60,"75,108",5.50,"55,177",4.00,6.90,55.30,9.90,23.5,20.30,0.2,198.30,"1,456,461","267,000","210,091",56.3,"369,781",155.2,"379,712","207,451","144,494","124,957","804,891","804,752","122,506",8.41
6845,アズビル,"661,361",17.4,2.8,,"290,938",42.30,9.50,29.60,"36,841",12.70,"30,207",10.40,12.90,78.10,1.90,0.9,11.50,0.0,412.20,"299,561","75,768",,,"42,367",92.1,"41,212","9,144","5,739","75,929","237,290","234,020","70,029",23.38
8227,しまむら,"685,495",16.0,1.4,2.20,"665,358",34.70,7.90,26.00,"59,240",8.90,"41,885",6.30,8.40,88.30,,0.0,43.30,,666.20,"567,144","161,200","13,726",7.5,"56,829",47.7,"142,614","10,562",0,"296,995","500,976","500,976","161,200",28.42
8439,東京センチュリー,"724,754",9.1,0.8,3.90,"1,346,113",18.80,13.10,11.10,"104,225",7.70,"72,136",5.40,7.90,13.80,73.80,668.0,639.30,5.3,154.70,"6,563,388","207,921",,,"31,427",10.5,"2,941,796","3,588,974","4,841,708","4,633,687","1,054,127","908,113","4,633,787",70.60
9009,京成電鉄,"728,259",11.0,1.4,1.10,"296,509",25.20,20.30,16.70,"25,241",8.50,"87,657",29.60,17.30,47.60,31.20,45.8,37.30,0.7,65.10,"1,067,210","61,652",,,"7,545",12.4,"675,292","346,108","333,454","271,802","523,189","507,918","271,802",25.47
9064,ヤマトHD,"677,649",28.2,1.2,2.20,"1,762,696",4.00,2.70,3.20,"14,206",0.80,"37,937",2.20,6.40,46.50,13.70,25.6,5.10,0.3,147.00,"1,267,428","208,654",,,"3,397",0.7,"474,354","312,437","173,794","34,860","600,350","589,259","34,860",2.75
9401,TBSHD,"737,323",17.1,0.7,1.50,"394,309",30.50,6.70,26.70,"15,175",3.80,"38,126",9.70,3.70,72.80,1.00,1.8,6.30,0.0,197.10,"1,429,011","60,091",,,"9,647",12.9,"273,459","278,826","13,631","46,490","1,053,976","1,040,434","46,460",3.25
2670,エービーシー･マート,"667,326",14.7,1.8,2.60,"372,202",50.50,14.90,33.70,"62,550",16.80,"45,358",12.20,12.30,87.70,0.50,0.3,30.40,0.0,670.80,"418,725","195,721","15,744",15.4,"91,543",181.2,"47,855","1,643","2,020","203,149","369,747","367,327","193,701",46.26
3197,すかいらーくHD,"661,234",44.7,3.8,0.70,"401,130",67.40,16.90,61.30,"24,184",6.00,"13,965",3.50,8.10,36.80,22.60,16.1,13.20,0.6,41.80,"470,866","19,170","20,808",18.9,"7,772",21.7,"210,718","179,965","106,331","87,068","173,372","173,372","87,161",18.51
3563,FOOD&LIFE COMPANIES,"605,912",40.4,7.4,0.50,"361,129",56.90,15.60,49.80,"23,384",6.50,"14,633",4.10,18.00,22.00,79.20,48.4,40.90,3.6,91.40,"369,946","42,959","15,509",15.7,"8,302",19.4,"191,553","207,216","293,176","248,038","83,140","81,360","250,217",67.64
3769,GMOペイメントゲートウェイ,"684,227",37.0,6.7,1.40,"73,785",65.20,67.00,31.50,"25,187",34.10,"18,705",25.40,18.30,26.50,8.90,5.0,22.70,0.3,134.70,"385,793","188,934","19,809",98.0,"2,926",41.6,"3,736","34,465","34,320","155,411","104,777","102,062","154,614",40.08
3861,王子HD,"634,865",11.1,0.6,3.60,"1,696,268",19.10,12.00,14.80,"72,600",4.30,"50,812",3.00,4.70,41.50,33.60,137.9,133.50,0.8,101.50,"2,602,913","19,377",,,"311,423",82.8,"1,354,795","695,411","875,758","847,766","1,109,237","1,079,357","856,381",32.90
4042,東ソー,"645,778",10.6,0.8,4.90,"1,005,640",22.50,11.60,14.60,"79,845",7.90,"57,324",5.70,7.10,61.30,15.40,31.7,11.00,0.3,208.80,"1,325,427","133,896",,,"245,926",115.2,"409,609","81,290","204,612","70,716","880,581","812,148","70,716",5.34
