銘柄コード,会社名,時価総額,PER(会予),PBR,配当利回り(会予),売上高,売上総利益率,営業CF/売上比率,販管費/売上比率,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,有利子負債/総資産,有利子負債/時価総額,純有利子負債/時価総額,DEレシオ,流動比率,総資産,現金及び預金,売上債権,売上債権回転数,棚卸資産,棚卸資産回転数,有形固定資産,固定負債,有利子負債,純有利子負債,純資産,自己資本,ネットキャッシュ,ネットキャッシュ比率
1721,コムシスHD,"379,497",14.1,1.0,3.40,"571,186",13.30,7.80,6.40,"39,221",6.90,"27,453",4.80,7.50,70.60,1.90,2.6,12.10,0.0,249.30,"515,355","55,942",,,,,"146,371","21,786","10,028","45,914","370,758","363,989","45,914",8.91
2433,博報堂DYHD,"398,064",26.5,1.1,3.00,"946,776",41.60,1.00,38.00,"34,288",3.60,"24,923",2.60,6.60,39.30,16.30,39.4,0.70,0.4,165.60,"960,367","143,114","369,503",142.5,"52,414",34.6,"54,760","183,605","156,829","2,919","400,226","377,204","13,715",1.43
2784,アルフレッサHD,"399,907",14.3,0.8,2.90,"2,858,500",7.20,3.00,5.90,"38,460",1.30,"29,558",1.00,6.00,30.90,1.90,7.8,42.50,0.1,120.10,"1,591,296","200,757","729,395",93.1,"200,103",27.5,"188,948","64,306","31,000","169,856","492,654","492,463","169,757",10.67
3923,ラクス,"395,683",49.4,21.2,0.20,"38,408",71.90,13.80,57.40,"5,559",14.50,"4,185",10.90,22.40,71.10,1.50,0.1,2.00,0.0,211.00,"26,282","8,167","6,679",63.5,,,"2,132",259,404,"7,763","18,691","18,691","7,763",29.54
4186,東京応化工業,"389,953",15.9,1.9,2.20,"200,966",36.50,15.00,20.10,"33,090",16.50,"22,683",11.30,11.30,71.10,3.70,2.7,13.50,0.1,280.50,"281,930","59,047","42,846",77.8,"36,885",105.6,"89,942","14,352","10,542","52,504","213,473","200,534","48,505",17.20
4967,小林製薬,"398,307",37.9,1.9,1.90,"165,600",52.90,6.80,37.90,"24,860",15.00,"10,067",6.10,4.70,80.20,0.30,0.2,16.30,0.0,311.20,"265,368","50,873","49,442",109.0,"24,163",113.1,"67,448","5,473",846,"64,899","213,471","212,779","50,027",18.85
5105,TOYO TIRE,"411,344",8.2,0.9,4.70,"565,358",40.80,11.90,24.20,"93,981",16.60,"74,810",13.20,15.80,65.40,14.10,24.8,3.70,0.2,247.70,"722,666","86,636","130,369",84.2,"122,844",134.0,"287,153","99,221","102,053","15,417","472,552","472,552","15,417",2.13
5631,本製鋼所,"424,034",26.5,2.3,1.30,"252,501",22.50,8.60,15.40,"18,014",7.10,"14,278",5.70,7.70,49.50,11.20,9.9,7.20,0.2,182.60,"375,022","72,591","49,491",71.5,"130,317",243.1,"52,907","36,245","42,061","30,530","187,522","185,723","30,530",8.14
5901,東洋製罐GHD,"401,214",66.9,0.6,,"950,663",12.50,6.80,8.90,"33,850",3.60,"23,083",2.40,3.50,55.70,19.00,55.7,33.30,0.3,204.30,"1,177,169","89,545","29,971",11.5,"197,423",86.6,"353,764","212,727","223,323","133,778","682,030","655,795","133,778",11.36
6856,堀場製作所,"421,203",11.1,1.3,2.90,"317,369",43.10,12.70,27.90,"48,340",15.20,"33,591",10.60,10.70,65.20,13.40,15.3,19.50,0.2,335.90,"481,616","144,272","82,582",95.0,"97,677",197.5,"112,972","66,627","64,404","81,930","314,704","314,017","79,868",16.58
6923,スタンレー電気,"401,707",,0.8,,"509,565",20.70,13.10,11.10,"49,002",9.60,"32,058",6.30,6.60,64.80,5.90,11.1,43.60,0.1,428.50,"749,605","219,514","77,368",55.4,"55,498",50.2,"235,606","59,682","44,575","175,039","598,906","485,500","174,939",23.34
6965,浜松ホトニクス,"405,783",22.5,1.3,2.80,"203,961",50.90,18.70,35.20,"32,118",15.70,"25,145",12.30,8.00,70.30,12.90,14.2,11.50,0.2,224.90,"448,501","101,655","45,287",81.0,"84,908",309.7,"138,333","21,907","57,675","46,669","316,814","315,148","43,980",9.81
7164,全国保証,"412,679",13.1,1.8,3.40,"51,638",,60.60,,"39,102",75.70,"28,796",55.80,12.80,48.00,6.40,7.3,21.10,0.1,419.70,"467,694","107,573",,,,,698,"211,683","30,000","87,089","224,638","224,638","77,573",16.59
8111,ゴールドウイン,"362,434",15.1,3.4,,"126,907",52.90,14.60,34.10,"23,847",18.80,"24,281",19.10,23.00,69.50,0.80,0.3,11.00,0.0,215.80,"152,155","40,991","9,696",27.9,"21,028",128.5,"10,318","1,945","1,209","39,782","106,608","105,785","39,782",26.15
8279,ヤオコー,"386,946",20.7,2.1,1.20,"595,348",25.00,6.20,24.10,"29,328",4.90,"18,243",3.10,9.80,48.80,20.00,19.7,6.10,0.4,119.90,"380,763","52,606","17,067",10.5,"14,238",11.6,"229,383","103,124","76,245","23,639","190,503","185,772","23,639",6.21
9006,京浜急行電鉄,"415,228",19.3,1.1,1.20,"280,624",24.70,23.60,14.70,"28,040",10.00,"83,750",29.80,22.70,35.80,44.50,110.2,99.70,1.2,86.80,"1,029,428","43,884",,,"3,807",6.6,"688,266","464,986","457,780","413,896","371,225","368,576","413,896",40.21
9045,京阪HD,"356,406",13.4,1.2,1.20,"302,147",26.10,13.50,14.90,"33,904",11.20,"24,890",8.20,8.10,36.20,44.50,106.4,98.50,1.2,125.30,"852,786","27,916",,,"2,192",3.6,"528,931","342,200","379,299","350,915","315,772","308,634","351,383",41.20
9076,セイノーHD,"385,449",19.6,0.9,4.40,"642,811",11.40,7.50,7.80,"23,403",3.60,"14,561",2.30,3.40,55.00,10.60,21.4,0.10,0.2,137.50,"775,966","82,872","7,720",4.4,"18,705",12.0,"420,181","148,797","82,446",426,"452,657","427,008",426,0.05
9533,東邦瓦斯,"411,561",16.5,0.9,2.10,"656,010",26.30,12.70,,"30,887",4.70,"25,454",3.90,5.70,59.10,17.60,32.4,21.00,0.3,156.10,"758,765","46,749",,,"28,248",21.3,"298,815","190,077","133,322","86,573","448,394","448,394","86,573",11.41
9706,本空港ビルデング,"382,169",13.9,2.1,,"217,578",66.50,22.00,52.90,"29,527",13.60,"19,255",8.80,10.80,38.30,46.30,56.3,32.00,1.2,189.90,"464,716","92,819","27,065",45.4,"12,207",61.1,"256,592","209,359","215,109","122,290","182,372","178,198","122,290",26.31
2229,カルビー,"358,569",18.4,1.7,2.00,"303,027",33.60,8.00,24.60,"27,304",9.00,"19,886",6.60,9.70,64.90,14.20,12.5,2.50,0.2,247.70,"316,591","36,155","60,072",72.4,"27,649",50.2,"145,107","47,106","44,941","8,786","215,546","205,412","8,786",2.78
3116,トヨタ紡織,"364,519",7.3,0.8,4.20,"1,954,218",10.70,6.20,7.00,"42,399",2.20,"16,719",0.90,3.70,40.90,28.70,86.1,12.30,0.7,172.60,"1,094,831","249,721","290,236",54.2,"87,142",18.2,"317,221","217,311","313,849","44,937","490,067","447,420","64,128",5.86
3397,トリドールHD,"374,925",76.5,4.0,0.20,"231,952",76.00,18.40,69.70,"11,647",5.00,"5,675",2.40,6.00,28.30,44.70,40.0,19.90,1.6,124.80,"335,343","75,030","10,250",16.1,"1,378",9.0,"47,578","158,183","149,827","74,797","104,547","94,738","74,797",22.30
4385,メルカリ,"371,976",,4.6,0.00,"187,407",69.20,23.10,59.20,"17,486",9.30,"13,461",7.20,16.70,15.90,35.30,48.1,1.90,2.2,132.50,"505,969","183,941","221,954",432.3,,,"1,417","104,466","178,858","6,926","80,681","80,373","5,083",1.00
4503,アステラス製薬,"2,610,271",20.1,1.7,5.30,"1,912,323",81.70,10.20,44.10,"41,039",2.10,"50,747",2.70,3.40,45.30,41.80,53.5,45.10,0.9,113.20,"3,339,544","188,372","632,525",120.7,"297,261",310.7,"328,921","764,679","1,396,319","1,178,006","1,513,255","1,513,255","1,207,947",36.17
4613,関西ペイント,"388,335",9.7,1.5,2.00,"562,277",30.80,11.90,21.70,"51,595",9.20,"67,109",11.90,25.80,34.70,28.90,55.9,30.60,0.8,190.90,"751,307","66,106",,,"113,933",106.9,"180,407","224,558","216,949","118,852","339,210","260,476","150,843",20.08
4812,電通総研,"373,729",23.4,4.1,2.00,"152,642",36.80,15.50,23.00,"21,039",13.80,"15,117",9.90,16.50,62.90,,0.0,1.40,,231.70,"145,781","5,369",,,202,0.8,"3,493","3,533",0,"5,369","91,735","91,735","5,369",3.68
4922,コーセー,"352,489",25.5,1.3,2.30,"322,758",69.00,5.70,63.60,"17,364",5.40,"7,510",2.30,2.80,71.10,2.90,3.2,29.10,0.0,337.70,"383,121","113,970","50,020",56.6,"69,632",253.7,"73,749","21,327","11,222","102,748","290,630","272,296","102,748",26.82
5344,MARUWA,"380,315",,3.0,0.30,"71,849",54.90,35.30,17.50,"26,914",37.50,"19,242",26.80,15.00,89.90,,0.0,18.90,,719.80,"142,285","71,793","13,878",70.5,"11,846",133.5,"39,356",498,0,"71,793","127,854","127,854","71,793",50.46
5991,本発條,"337,794",7.5,0.8,3.90,"766,934",11.70,8.70,7.10,"34,652",4.50,"39,188",5.10,9.80,56.70,9.80,20.5,11.70,0.2,208.70,"706,085","108,838",,,"86,264",46.5,"183,038","100,164","69,310","39,528","415,743","400,702","39,528",5.60
6005,三浦工業,"356,787",16.7,1.7,1.80,"159,695",41.80,13.00,28.00,"23,061",14.40,"19,368",12.10,9.20,48.50,5.00,6.1,10.60,0.1,214.70,"431,978","45,081","68,084",155.6,"48,395",190.2,"47,454","136,557","21,675","37,789","211,300","209,605","23,406",5.42
7564,ワークマン,"363,981",22.3,2.7,1.50,"132,651",35.60,11.50,18.20,"23,142",17.40,"15,986",12.10,12.00,83.50,0.80,0.4,24.00,0.0,561.80,"159,615","88,656","4,244",11.7,"16,706",71.4,"31,717","4,750","1,350","87,306","133,346","133,346","87,306",54.70
8418,山口フィナンシャルG,"342,293",10.4,0.5,3.70,"184,753",,17.30,,,,"25,216",13.60,4.00,4.90,84.20,3158.6,3158.60,17.1,,"12,847,449",,"2,075",4.1,,,"80,913",,"10,811,808","10,811,808","636,277","633,185",,
9072,ニッコンHD,"362,777",21.3,1.5,,"222,324",14.70,14.00,5.20,"21,235",9.60,"16,608",7.50,7.00,58.60,25.00,28.0,18.80,0.4,127.80,"405,862","28,391","36,799",60.4,938,1.8,"268,664","102,929","101,419","68,030","238,702","237,700","73,028",17.99
9301,三菱倉庫,"361,674",9.0,1.0,3.60,"284,069",12.80,10.40,5.70,"20,310",7.10,"31,864",11.20,8.50,59.80,17.60,30.4,12.90,0.3,135.10,"626,058","63,390",433,0.6,"3,970",5.9,"281,711","153,623","110,072","46,682","379,276","374,669","46,682",7.46
9364,上組,"356,988",14.3,0.9,2.90,"266,785",19.10,15.90,7.70,"30,592",11.50,"25,035",9.40,6.60,79.30,6.40,8.6,15.10,0.1,316.30,"477,722","70,487","1,046",1.4,"1,031",1.7,"221,508","52,109","30,535","53,751","380,422","378,778","39,952",8.36
9418,U‐NEXT HOLDINGS,"364,537",21.8,4.1,0.70,"326,754",35.90,4.90,26.90,"29,110",8.90,"15,357",4.70,17.10,37.20,29.10,19.3,5.60,0.8,225.00,"241,934","49,962","39,768",44.4,"12,648",22.0,"24,743","72,689","70,393","20,431","100,685","89,890","20,431",8.44
9449,GMOインターネットG,"354,108",,4.1,,"277,407",59.90,30.50,43.10,"46,653",16.80,"13,373",4.80,15.50,4.00,25.80,156.7,24.20,6.4,120.10,"2,151,114","469,168","41,789",55.0,"26,023",85.4,"67,458","339,485","554,872","85,704","190,047","86,340","85,704",3.98
9605,東映,"311,415",,1.2,0.40,"171,345",39.00,12.90,21.90,"29,342",17.10,"13,971",8.20,5.50,57.90,3.60,5.0,28.40,0.1,300.10,"438,292","104,173",,,"17,541",61.3,"95,437","41,957","15,706","88,467","340,382","253,921","88,467",20.18
9987,スズケン,"375,498",10.9,0.9,,"2,386,493",7.80,3.70,6.30,"34,875",1.50,"29,016",1.20,7.00,31.70,,0.0,54.70,,118.90,"1,304,112","156,604","600,782",91.9,"187,634",31.1,"134,752","27,904",0,"205,527","413,760","413,634","156,604",12.01
1951,エクシオG,"346,425",13.5,1.1,3.70,"614,095",14.50,6.80,9.00,"34,121",5.60,"20,058",3.30,6.50,51.30,23.50,40.5,26.00,0.5,173.90,"597,652","50,078",,,,,"155,127","88,338","140,170","90,092","312,433","306,332","90,092",15.07
1959,九電工,"353,652",11.1,1.1,3.60,"473,954",14.90,1.70,6.20,"41,388",8.70,"28,883",6.10,9.30,63.50,4.60,6.4,13.90,0.1,202.90,"488,472","71,693",,,"37,701",34.1,"78,575","28,789","22,474","49,223","312,152","310,104","49,219",10.08
2726,パルGHD,"326,454",19.4,4.6,1.60,"207,825",55.90,10.60,44.60,"23,656",11.40,"11,848",5.70,16.70,47.90,9.60,4.3,21.90,0.2,225.90,"147,929","85,715","10,472",18.4,"16,743",66.7,"12,965","23,989","14,195","71,520","73,353","70,893","71,520",48.35
3132,マクニカHD,"353,261",11.8,1.4,,"1,028,718",12.60,3.90,6.40,"63,733",6.20,"48,069",4.70,18.70,44.40,13.80,22.6,9.80,0.3,174.80,"578,234","45,466","8,367",3.0,"229,014",93.0,"9,547","1,810","79,967","34,501","266,438","256,961","34,501",5.97
3436,SUMCO,"350,057",,0.6,,"396,619",18.30,17.60,9.00,"36,924",9.30,"19,877",5.00,3.40,50.50,30.20,101.1,73.80,0.6,265.90,"1,172,683","87,181","92,549",85.2,"233,268",262.9,"692,350","351,810","353,953","258,282","657,236","592,115","266,772",22.75
3549,クスリのアオキHD,"352,220",19.5,2.4,0.40,"436,875",27.00,6.10,22.80,"18,569",4.30,"12,307",2.80,8.40,42.60,29.40,28.8,10.60,0.7,152.80,"345,086","64,028","20,684",17.3,"52,668",60.3,"155,879","96,661","101,410","37,382","146,945","146,945","37,382",10.83
3697,SHIFT,"362,159",45.8,10.0,0.00,"110,627",32.00,8.20,22.40,"10,537",9.50,"5,127",4.60,14.20,53.20,20.20,3.8,3.10,0.4,177.00,"67,800","25,029","14,310",47.2,"1,665",8.1,"6,729","7,458","13,667","11,362","36,126","36,101","11,362",16.76
4194,ビジョナル,"346,088",25.7,5.9,0.00,"66,146",91.40,27.80,64.40,"17,837",27.00,"12,990",19.60,22.10,71.80,0.00,0.0,17.50,0.0,333.40,"81,835","60,611","7,150",39.5,,,"2,051","1,798",11,"60,600","59,015","58,729","60,600",74.05
4506,住友ファーマ,"373,849",15.8,2.3,,"314,558",59.80,76.90,136.60,"354,859",112.80,"314,969",100.10,,19.50,58.00,132.1,104.80,3.0,66.80,"852,115","85,393","94,323",109.4,"107,426",309.8,"52,613","186,661","493,886","391,862","166,115","166,115","408,493",47.94
4666,パーク二四,"342,807",15.9,4.1,1.50,"370,913",27.50,14.60,17.10,"38,697",10.40,"18,625",5.00,22.30,28.30,48.60,41.9,28.30,1.7,147.00,"295,758","46,550","24,732",24.3,"3,353",4.6,"136,684","138,535","143,610","97,060","83,687","83,638","97,060",32.82
6141,DMG森精機,"363,805",18.2,1.2,4.10,"540,945",,8.20,,"43,726",8.10,"7,700",1.40,2.40,39.40,13.30,29.3,17.00,0.3,79.50,"797,567","41,747","66,728",45.0,"190,009",,"212,710","81,667","106,450","62,007","316,480","314,523","64,703",8.11
6302,住友重機械工業,"358,452",12.8,0.6,4.20,"1,071,126",24.00,1.20,18.80,"55,103",5.10,"7,721",0.70,1.20,49.80,20.90,72.9,38.80,0.4,182.80,"1,252,691","121,972",,,"338,882",151.9,"349,173","198,908","261,201","139,229","629,127","623,545","139,229",11.11
6473,ジェイテクト,"359,383",18.0,0.5,5.30,"1,884,397",14.90,4.30,11.50,"38,452",2.00,"13,713",0.70,1.80,47.60,27.30,118.7,85.30,0.6,158.20,"1,565,391","119,060","368,216",71.3,"257,771",58.7,"480,570","305,672","426,597","306,544","777,469","745,044","307,537",19.65
7337,ひろぎんHD,"340,892",9.7,0.6,4.10,"186,071",,421.00,,,,"27,691",14.90,5.20,4.30,75.60,2744.6,2744.60,17.7,,"12,368,412",,"9,152",18.0,,,"111,281",,"9,356,163","9,356,163","527,963","527,759",,
7732,トプコン,"339,848",,3.3,0.60,"216,497",53.00,4.10,47.80,"11,204",5.20,"4,940",2.30,4.80,41.10,37.10,27.3,20.30,0.9,143.20,"250,187","23,937","40,766",68.7,"58,482",209.8,"43,453","51,838","92,886","68,949","104,930","102,893","68,949",27.56
7988,ニフコ,"337,560",10.2,1.3,2.10,"371,639",27.40,12.70,15.50,"43,925",11.80,"18,252",4.90,7.30,69.30,11.70,12.6,29.90,0.2,349.30,"362,919","142,557","62,012",60.9,"36,909",49.9,"100,769","36,075","42,545","100,924","254,793","251,535","100,012",27.56
8129,東邦HD,"297,916",17.6,1.1,1.40,"1,476,712",8.10,4.10,6.80,"19,331",1.30,"20,657",1.40,8.00,31.60,2.40,6.5,32.30,0.1,124.10,"820,458","115,708","369,058",91.2,"104,127",28.0,"87,313","45,731","19,458","96,250","259,849","259,608","96,250",11.73
8424,芙蓉総合リース,"358,083",8.0,0.8,3.80,"708,538",15.50,15.80,7.00,"60,046",8.50,"47,219",6.70,10.70,12.90,79.20,755.2,727.90,6.1,153.40,"3,414,299","97,565",,,,,"1,024,972","1,523,113","2,704,116","2,606,551","488,374","442,034","2,606,551",76.34
9065,山九,"335,736",12.0,1.2,3.20,"563,547",11.00,3.90,4.80,"35,216",6.20,"24,379",4.30,8.70,51.00,19.30,31.6,15.40,0.4,192.50,"549,679","53,252",,,,,"176,625","111,583","106,013","51,544","283,955","280,343","52,761",9.60
9412,スカパーJSATHD,"322,744",15.4,1.1,3.30,"123,721",46.30,34.30,24.10,"27,488",22.20,"19,106",15.40,6.80,69.80,13.70,17.1,18.40,0.2,327.30,"403,414","78,554","52,933",156.2,"2,058",11.3,"115,184","49,400","55,151","59,364","284,174","281,509","23,403",5.80
2206,江崎グリコ,"305,718",25.5,1.1,2.00,"331,129",38.60,0.50,35.20,"11,065",3.30,"8,113",2.50,3.00,72.00,0.00,0.1,19.70,0.0,191.00,"377,771","60,243","49,973",55.1,"41,409",74.3,"111,846","18,560",165,"60,078","272,598","272,005","60,078",15.90
2222,寿スピリッツ,"336,035",,8.4,1.50,"64,035",62.20,16.90,37.50,"15,780",24.60,"10,831",16.90,27.10,78.10,0.60,0.1,6.90,0.0,426.00,"51,178","23,338","9,612",54.8,"3,904",58.8,"11,304","2,510",300,"23,038","39,953","39,951","23,038",45.02
4202,ダイセル,"327,855",6.4,0.9,4.90,"558,056",28.50,13.70,17.40,"62,393",11.20,"55,834",10.00,14.70,44.00,36.00,94.5,70.50,0.8,183.40,"861,559","78,864","111,793",73.1,"186,048",170.3,"334,876","240,656","309,899","231,035","395,527","379,173","231,035",26.82
4203,住友ベークライト,"312,498",,1.0,2.80,"287,267",29.80,14.00,20.30,"27,200",9.50,"21,831",7.60,6.90,70.20,8.20,11.8,28.80,0.1,297.70,"449,795","124,331","64,441",81.9,"62,946",114.0,"124,288","43,970","36,812","89,971","318,704","315,730","87,519",19.46
4540,ツムラ,"326,620",9.6,1.1,3.20,"150,845",45.60,3.70,32.40,"20,017",13.30,"16,707",11.10,5.70,62.90,17.30,24.6,0.80,0.3,417.50,"463,807","83,051","72,023",174.3,"128,645",572.4,"118,448","72,051","80,364","2,687","318,322","291,895","2,687",0.58
4681,リゾートトラスト,"310,179",17.5,2.2,2.00,"201,803",84.60,19.40,74.10,"21,119",10.50,"15,892",7.90,11.40,29.20,6.90,10.7,0.50,0.2,117.30,"477,890","29,129",,,"32,206",377.8,"199,515","165,462","33,170","1,512","146,027","139,645","4,041",0.85
5076,インフロニア･HD,"303,244",9.2,0.6,4.90,"793,264",14.10,4.90,7.80,"51,060",6.40,"32,571",4.10,6.50,34.90,53.80,255.3,215.80,1.5,118.50,"1,438,518","113,361","124,479",57.3,"15,227",8.2,"225,669","434,423","774,126","654,418","524,436","502,174","660,765",45.93
5393,ニチアス,"312,313",10.7,1.5,2.20,"249,391",26.00,7.70,11.90,"35,208",14.10,"26,961",10.80,12.90,73.20,5.50,5.0,13.10,0.1,298.20,"286,706","56,443","32,719",47.9,"51,409",101.6,"67,982","14,493","15,673","40,770","210,752","209,780","40,770",14.22
6028,テクノプロ･HD,"327,365",17.7,4.1,2.90,"219,218",26.80,14.20,15.70,"21,918",10.00,"14,684",6.70,18.30,53.20,18.30,8.5,5.10,0.3,151.30,"151,359","37,227","31,390",52.3,,,"2,424","12,724","27,701","16,772","81,386","80,456","9,526",6.29
6324,ハーモニック･ドライブ･システムズ,"322,026",93.3,4.1,,"55,796",28.00,22.80,27.70,124,0.20,"24,807",44.50,,67.10,20.30,7.3,1.40,0.3,352.00,"116,313","19,053","12,654",82.8,"12,580",114.3,"46,360","25,320","23,594","4,492","77,988","77,988","4,541",3.90
6436,アマノ,"300,607",16.7,2.2,4.30,"175,423",45.00,14.10,31.80,"23,040",13.10,"17,828",10.20,13.10,69.90,7.90,5.1,17.50,0.1,273.20,"194,338","66,466",,,"15,630",59.1,"32,368","10,882","15,327","52,494","136,563","135,930","51,139",26.31
7180,九州フィナンシャルG,"302,852",10.6,0.4,2.90,"222,551",,68.80,,,,"26,394",11.90,3.70,5.30,78.80,3509.5,3509.50,15.0,,"13,485,318",,"13,100",21.5,,,"108,240",,"10,628,507","10,628,507","709,935","709,680",,
7240,NOK,"322,287",10.7,0.5,5.10,"750,502",15.40,11.90,12.40,"22,912",3.10,"31,602",4.20,5.30,63.40,7.20,21.0,20.60,0.1,221.20,"933,981","133,835","160,520",78.1,"104,656",60.2,"254,072","98,914","67,575","66,260","637,000","591,923","66,260",7.09
7282,豊田合成,"349,838",9.2,0.6,4.00,"1,059,798",15.10,8.70,8.70,"59,844",5.60,"36,331",3.40,6.70,59.40,21.90,57.2,16.80,0.4,235.90,"913,039","118,769","176,384",60.7,"93,270",37.8,"338,243","138,920","199,983","58,655","588,404","542,626","81,214",8.89
7729,東京精密,"329,294",14.1,2.0,2.80,"134,680",40.70,3.60,21.90,"25,307",18.80,"19,378",14.40,11.70,72.20,8.80,6.2,9.90,0.1,355.40,"230,292","53,023","6,763",18.3,"74,931",342.2,"51,519","15,880","20,300","32,723","168,083","166,243","32,723",14.21
7984,コクヨ,"335,237",16.7,1.3,3.10,"338,227",39.30,4.80,32.80,"22,028",6.50,"21,787",6.40,8.30,73.20,1.20,1.3,34.40,0.0,305.10,"359,598","89,498",,,"42,233",75.1,"62,176","9,949","4,368","115,222","266,468","263,109","85,130",23.67
8088,岩谷産業,"314,259",5.8,0.8,2.40,"847,888",27.10,6.50,21.10,"50,635",6.00,"47,363",5.60,12.40,43.50,25.20,70.4,62.00,0.6,126.40,"877,337","26,333","28,453",12.2,"91,688",54.1,"239,784","225,972","221,134","194,801","392,578","381,460","194,801",22.20
8233,高島屋,"333,709",8.3,0.7,2.40,"498,491",42.90,14.50,48.50,"57,503",11.50,"39,525",7.90,8.40,36.50,26.30,102.3,75.20,0.7,80.30,"1,296,012","90,538",,,"36,614",67.1,"759,774","380,117","341,474","250,936","500,348","473,049","250,936",19.36
8341,七十七銀行,"316,360",9.0,0.5,3.60,"150,552",,68.90,,,,"29,802",19.80,4.90,5.70,85.60,2839.3,2839.30,14.9,,"10,498,700",,800,1.9,,,"29,795",,"8,982,463","8,982,463","603,311","603,311",,
9048,名古屋鉄道,"341,074",9.7,0.7,2.20,"601,121",14.80,9.20,9.00,"34,750",5.80,"24,400",4.10,5.20,33.70,39.20,158.9,142.70,1.2,89.00,"1,381,547","55,102",,,"17,042",12.1,"934,167","607,572","541,807","486,705","491,295","466,075","486,705",35.23
1963,揮HD,"280,104",,0.7,3.50,"832,595",1.30,1.30,3.60,"18,995",2.30,"7,830",0.90,,48.70,4.60,12.8,107.10,0.1,162.80,"776,395","325,926",,,"19,983",8.9,"86,916","44,853","35,958","299,968","379,888","378,109","289,968",37.35
2264,森永乳業,"278,636",55.7,1.0,,"547,059",24.10,10.30,19.00,"27,839",5.10,"61,307",11.20,22.40,50.40,19.30,37.6,29.30,0.4,108.90,"544,216","23,315",,,"77,569",68.2,"273,423","80,326","104,870","81,555","279,196","274,088","81,555",14.99
3387,クリエイト･レストランツ･HD,"289,126",49.8,7.2,0.70,"156,354",71.20,16.60,64.70,"8,504",5.40,"5,590",3.60,13.90,29.30,58.70,27.8,20.20,2.0,68.40,"137,168","21,474","5,903",13.8,"1,221",9.9,"59,199","48,386","80,482","58,449","43,989","40,168","59,008",43.02
4205,本ゼオン,"275,910",11.0,0.8,5.10,"420,647",28.10,4.90,21.10,"29,321",7.00,"26,199",6.20,7.30,66.90,4.90,9.4,0.50,0.1,196.10,"533,786","27,366","81,570",70.8,"141,591",170.9,"143,703","23,771","25,960","1,406","357,992","357,252","1,406",0.26
4927,ポーラ･オルビスHD,"284,326",33.5,1.7,4.00,"170,359",81.30,15.40,73.20,"13,810",8.10,"9,286",5.50,5.60,82.20,1.10,0.7,21.80,0.0,388.00,"200,320","45,176","17,465",37.4,"16,619",190.5,"57,530","8,053","2,115","61,968","164,916","164,657","43,061",21.50
4980,デクセリアルズ,"290,965",10.8,3.0,,"105,198",54.40,26.10,22.70,"33,421",31.80,"21,382",20.30,22.10,60.10,13.10,7.3,6.50,0.2,162.00,"161,040","40,118","14,594",50.6,"8,744",66.6,"47,576","16,774","21,117","19,028","96,790","96,790","19,001",11.80
5214,本電気硝子,"269,887",16.9,0.6,4.30,"299,237",18.20,17.40,16.10,"6,120",2.00,"12,091",4.00,2.60,71.40,14.60,35.4,1.10,0.2,259.10,"651,925","98,322",911,1.1,"92,151",137.3,"342,595","82,904","95,448","2,874","469,019","465,550","2,874",0.44
5801,古河電気工業,"311,492",10.4,0.9,2.70,"1,056,528",15.00,3.00,14.00,"11,171",1.10,"6,508",0.60,2.00,32.40,34.00,110.5,91.40,1.0,135.70,"1,011,809","53,503",,,"201,274",81.9,"276,457","241,332","344,045","284,569","359,602","328,255","290,542",28.72
6368,オルガノ,"314,868",13.7,2.9,2.10,"150,356",29.20,2.50,14.20,"22,544",15.00,"17,310",11.50,15.80,59.10,17.90,10.5,5.80,0.3,225.80,"185,242","14,835","6,714",16.3,"19,032",65.2,"21,342","6,713","33,140","18,305","109,658","109,415","18,305",9.88
6471,本精工,"306,912",51.2,0.5,5.40,"788,867",20.90,12.70,17.90,"27,391",3.50,"8,502",1.10,1.30,52.60,,0.0,50.90,,193.40,"1,249,417","143,500","217,653",100.7,"192,348",112.6,"349,458","264,403",0,"156,312","675,380","657,321","143,500",11.49
6755,富士通ゼネラル,"293,553",,2.2,,"354,087",25.30,4.70,21.20,"14,472",4.10,"3,900",1.10,,47.90,5.40,5.0,2.90,0.1,164.50,"273,310","23,340",,,"50,977",70.3,"44,313","17,543","14,774","8,566","139,400","130,810","8,566",3.13
6849,本光電工業,"284,848",23.7,1.6,1.80,"221,986",50.20,7.00,41.30,"19,591",8.80,"17,026",7.70,9.60,72.10,10.50,9.1,4.40,0.1,266.20,"246,286","29,018","62,509",102.8,"60,992",201.2,"26,648","2,263","25,957","12,561","177,694","177,694","3,061",1.24
8174,本瓦斯,"277,667",19.8,4.1,4.00,"200,057",37.30,14.00,28.00,"18,546",9.30,"11,548",5.80,17.10,43.20,30.10,16.9,9.80,0.7,116.40,"156,018","19,810","24,897",45.4,"5,620",16.3,"81,006","39,260","46,937","27,127","67,446","67,446","27,127",17.39
8366,滋賀銀行,"258,604",16.2,0.5,1.60,"122,630",,369.60,,,,"15,940",13.00,3.30,6.30,77.10,2264.2,2264.20,12.3,,"7,593,029",,"1,285",3.8,,,"52,833",,"5,855,307","5,855,307","477,273","477,273",,
8377,ほくほくフィナンシャルG,"299,083",7.7,0.5,2.10,"190,104",,43.40,,,,"23,048",12.10,3.50,3.90,85.00,4771.6,4771.60,21.7,,"16,781,444",,"7,925",15.2,,,"110,623",,"14,270,980","14,270,980","662,425","657,634",,
