銘柄コード,会社名,時価総額,PER(会予),PBR,売上高,売上総利益率,営業CF/売上比率,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,有利子負債/総資産,有利子負債/時価総額,純有利子負債/時価総額,DEレシオ,流動比率,総資産,現金及び預金,売上債権,売上債権回転数,棚卸資産,棚卸資産回転数,有形固定資産,固定負債,有利子負債,純有利子負債,純資産,自己資本,フリーCF,研究開発/売上比率,固定ネットキャッシュ,固定ネットキャッシュ比率,ネットキャッシュ,ネットキャッシュ比率,有形固定資産/総資産,固定負債/総資産,配当性向,投資CF / 営業CF（3年平均）,セクター数
7202,いすゞ自動車,1398196,10.4,1,3386676,20.1,8.8,293085,8.7,176442,5.2,12.1,44.2,21.7,51,23.9,0.5,170.6,3290803,379122,,,712552,96.1,946403,582913,713713,334591,1619773,1454830,137187,3.7,-203791,-6.192743838,-334591,-10.16745761,28.75902933,17.713397,50.30,-55.62,5
7259,アイシン,1386519,11.1,0.7,4896104,11.5,6.9,202941,4.1,107586,2.2,5.4,46.1,28.9,89.2,55.3,0.6,158.6,4284600,451690,737206,55,530082,44.7,1424038,897589,1236462,767018,2233265,1977264,103448,,-445899,-10.40701582,-784772,-18.31610885,33.23619474,20.94919012,43.54,-39.63,5
7453,良品計画,1264319,27.8,4,661677,50.8,8.8,56135,8.5,41566,6.3,13,59,21,9,0.4,0.4,299.3,540531,118899,14508,8,171619,192.6,102261,100629,113461,5438,323428,319097,23918,0.3,18270,3.380009657,5438,1.006047757,18.91861891,18.61669358,25.50,-48.05,4
7550,ゼンショーHD,1362978,36.8,5.5,965778,54.3,8.9,53707,5.6,30693,3.2,12.4,29.9,36.7,22.3,15.3,1.2,139.2,827597,84311,57200,21.6,72766,60.1,266636,391069,304128,207892,248142,247861,43890,0.1,-306758,-37.06610826,-219817,-26.56087444,32.21809649,47.25355457,29.10,-104.13,6
7911,TOPPANHD,1170920,14.6,0.8,1678249,23.1,9.4,74286,4.4,74395,4.4,5.3,60,7.3,14.6,21.3,0.1,220.9,2348530,415088,,,160407,45.4,663934,319250,170951,249440,1556542,1409932,55598,1.7,95838,4.080765415,244137,10.39531111,28.27019455,13.59360962,18.90,2.12,3
8136,サンリオ,1340886,33.1,14.9,99981,72.1,22.2,26952,27,17584,17.6,19.6,49.8,24.7,3.3,4.4,0.5,324.6,180264,103993,22992,83.9,8898,116.6,15411,47500,44597,59396,90141,89716,19834,,56493,31.33903608,59396,32.94945191,8.549127946,26.35024187,30.01,3.69,3
8593,三菱HCキャピタル,1438791,10.7,0.8,1950583,19.5,2.5,146176,7.5,123842,6.3,6.9,15.2,70.9,581.7,561.9,4.7,168.4,11805106,282080,,,49808,11.6,4708997,6380236,8368976,8084584,1805853,1788833,49128,,-6098156,-51.65693557,-8086896,-68.50337473,39.88949358,54.04641009,42.50,,7
9202,ANAHD,1307672,10.7,1.2,2261856,18.5,16.5,196639,8.7,153027,6.8,13.5,31.2,37.3,103.2,10.1,1.2,132.7,3620297,454709,246650,39.8,75844,15,1404955,1203660,1349058,132640,1140095,1130317,117104,,-748951,-20.68755685,-894349,-24.70374668,38.80772765,33.24754847,18.40,-66.07,5
9502,中部電力,1396028,7.5,0.5,3669234,,8.2,242045,6.6,202087,5.5,7.3,39.1,38.7,197.5,176.5,1,91.1,7124812,293547,,,305019,,0,3009231,2757168,2463621,2858530,2786524,28804,,-2715684,-38.11586888,-2463621,-34.57804922,0,42.23593549,22.40,-103.80,4
9532,大阪瓦斯,1455065,10.9,0.9,2083050,19.7,15,172553,8.3,132679,6.4,8.3,49,26.4,58.9,47.5,0.5,158.5,3249980,166194,,,260701,56.9,1359819,1030412,857626,691432,1638479,1590879,125243,0.5,-864218,-26.59148672,-691432,-21.27496169,41.8408421,31.70517972,28.50,-107.22,3
9602,東宝,1318473,35.2,2.8,313171,46.2,16.5,64684,20.7,43357,13.8,9.1,73.3,0.3,0.1,6.1,0,222.2,653068,42905,,,21067,45.6,243502,67311,1908,80033,494815,478390,19085,,-24406,-3.737129977,40997,6.277600495,37.28585691,10.30688994,33.40,-64.37,4
9719,SCSK,1294461,22.5,4.4,596065,26.8,11.4,66121,11.1,45035,7.6,15.5,32.9,50.8,34.7,26.2,1.5,97.6,885029,105623,156209,95.7,28111,23.5,89354,235433,449762,339124,292565,291420,50760,,-129810,-14.66731599,-344139,-38.88448853,10.09616634,26.60172718,49.30,-172.92,6
1878,大東建託,1025259,11.4,2.2,1842357,17.1,4.6,118875,6.5,93858,5.1,20.1,38.1,10.2,12.1,11.2,0.3,184.1,1222783,235890,,,203083,48.6,184276,344517,124475,114421,467433,466391,61287,,-108627,-8.883587685,111415,9.111592163,15.07021279,28.17482742,50.00,-45.13,4
2413,エムスリー,1212412,26.9,3.2,284900,54.2,18.2,62971,22.1,40484,14.2,10.7,65.1,4.2,2,11.7,0.1,296.4,581741,134933,65047,83.3,,,48609,86829,24420,142333,412799,378436,42752,,48104,8.268971931,110513,18.99694194,8.355780321,14.92571436,35.20,-60.14,6
3003,ヒューリック,1143535,10.6,1.4,591615,39,59.7,163360,27.6,102341,17.3,12.4,25.5,64.3,182.7,161.7,2.5,97.8,3250468,240261,,,384151,388.8,1802898,1703764,2088863,1848602,852028,827798,21379,,-1463503,-45.02437803,-1848602,-56.87187199,55.46579754,52.41595979,40.10,-139.91,4
3038,神戸物産,932090,38.8,6.9,507883,11.5,6.1,34350,6.8,21443,4.2,15.9,58.8,16,4,7.8,0.3,316.6,229805,109793,25932,18.6,19594,15.9,63941,41037,36846,72947,138692,135149,20441,,68756,29.91927939,72947,31.7429995,27.82402472,17.85731381,23.70,-35.70,4
3088,マツキヨココカラ&カンパニー,1065005,20.3,2.1,1022531,34.6,6.2,75705,7.4,52347,5.1,10.3,70.7,2.7,1.8,8.4,0,203.8,717735,108920,69262,24.7,146881,80.2,111694,28654,19416,89504,508440,507778,43393,,80266,11.18323615,89504,12.47034072,15.56201105,3.992281274,32.90,-30.27,3
4151,協和キリン,1146702,20.1,1.4,495558,73.2,13.7,,,59870,12.1,7.2,81.6,0,0,18.8,,323.3,1019279,214370,136494,100.5,73160,201.4,114828,48586,0,215563,831421,831421,37384,20.9,165784,16.26483034,214370,21.03153307,11.2656103,4.766702738,47.80,-77.52,1
4204,積水化学工業,1021939,12.5,1.3,1297754,32.4,9.2,107951,8.3,81925,6.3,10.1,60.7,8.3,10.8,3.1,0.1,206.8,1330786,142586,205780,57.9,244630,101.8,403870,155417,110829,31757,835366,807348,48914,,-12831,-0.9641670411,31757,2.386334091,30.34823029,11.67858694,40.40,-46.89,5
4523,エーザイ,1204919,28,1.4,741751,79.1,7.5,53408,7.2,42406,5.7,4.9,61,15.3,18.2,6.1,0.3,199.4,1432864,291260,235640,116,206110,484.3,159932,152986,219102,72975,898261,873357,31170,22.8,138274,9.65018313,72158,5.035928043,11.16170132,10.67693794,97.70,-68.90,2
4768,大塚商会,1086601,19.8,3,1107668,20.3,3.4,74360,6.7,53481,4.8,15,51.9,0.9,0.6,17.8,0,182.4,685990,199537,,,73114,30.2,35631,8412,6000,193537,360697,356337,34494,0.2,191125,27.86119331,193537,28.21280194,5.194099039,1.226256943,56.70,-30.15,2
5019,出光興産,1181267,8.1,0.6,8719201,9.7,4.3,346316,4,228518,2.6,12.4,35.8,26,113.1,97.2,0.7,126.5,5148516,188485,953823,39.9,1324258,61.4,1380605,915581,1336527,1148042,1861244,1841214,300275,,-727096,-14.12243839,-1148042,-22.2985031,26.81559113,17.78339623,46.30,-13.90,6
6532,ベイカレント,1168416,31.3,12.4,116056,53.8,28.1,42615,36.7,30760,26.5,32.6,75.7,6.5,0.7,4.7,0.1,366.7,124665,60552,22699,71.4,919,6.3,11620,6105,8082,55470,94401,94401,31782,,54447,43.67464806,52470,42.08879798,9.320980227,4.897124293,30.70,-12.15,1
6586,マキタ,1149073,21.3,1.2,753130,36,17.2,107038,14.2,79338,10.5,8.6,83.7,0.9,0.9,24.6,0,544.2,1106525,253279,105831,51.3,338116,256.2,266609,35032,10152,282787,932495,926005,129874,,218247,19.72363932,243127,21.97211992,24.09425905,3.165947448,37.30,-24.60,2
6920,レーザーテック,1193218,16.1,6.7,213506,50.3,15.6,81375,38.1,59076,27.7,33.3,59.2,0,0,4.5,,212.8,299365,53824,,,174406,600.4,30542,1319,0,53824,177333,177312,29785,5.7,52505,17.53879044,53824,17.97938971,10.20226145,0.4405992685,35.10,-42.02,3
7272,ヤマハ発動機,1118821,8,1,2576179,31.9,6.9,181515,7,108069,4.2,9.3,41.7,34.2,85.1,47,0.8,140.1,2783501,372999,178186,25.2,574105,119.5,486844,409053,951973,525820,1226586,1161569,60965,5.3,-36054,-1.295275267,-578974,-20.80020808,17.49034759,14.69562971,45.40,-97.56,5
9005,東急,1031292,13.9,1.3,1037819,31,14,94905,9.1,63763,6.1,7.8,30.8,47.4,121.2,115.9,1.5,64.6,2635507,55357,160890,56.6,27921,14.2,1792590,1094308,1250322,1194965,852624,812696,31237,0,-1038951,-39.42129541,-1194965,-45.34099132,68.0168939,41.52172618,17.80,-93.33,4
9024,西武HD,944566,3.6,2.4,477598,18.6,19.3,47711,10,26990,5.7,6.9,23.5,47.4,83.5,77.8,2,64.3,1662295,53223,,,150422,141.3,1245586,856978,788306,735083,396379,390870,21594,,-803755,-48.35212763,-735083,-44.22097161,74.93170586,51.5539059,4.40,-7.84,4
9107,川崎汽船,1248298,4.2,0.7,962300,16.7,21.1,84763,8.8,104776,10.9,6.1,75,12.9,23.5,6.1,0.2,212.6,2275953,217796,,,39349,17.9,483935,330686,293331,75535,1740318,1707356,118233,0,-112890,-4.960120002,-75535,-3.318829519,21.26296105,14.5295619,21.73,-25.67,4
9201,本航空,1147926,10,1.2,1844095,,20.7,168605,9.1,107038,5.8,11,34.9,32.1,78.1,12.5,0.9,130.7,2794913,749030,210211,41.6,49723,,1214014,939934,896023,143491,1016673,975058,381527,,-190904,-6.83040939,-146993,-5.25930503,43.43655777,33.63017024,35.10,-56.73,2
1803,清水建設,1056650,16,1.2,2005518,4.5,1.1,24685,1.2,17163,0.9,2,34.1,24,57.1,29.7,0.7,118.6,2514107,219785,,,7083,1.3,636903,343922,603155,313370,919263,857861,78950,1,-124137,-4.937618009,-383370,-15.24875433,25.33316999,13.67968826,40.10,-22.54,4
2267,ヤクルト本社,891742,17.1,1.6,503079,59.6,14.1,63399,12.6,51006,10.1,8.9,67,9.4,8.9,20.5,0.1,249.3,852339,262393,63389,46,33014,59.3,278134,75569,79809,182584,626267,570722,24469,1.8,186824,21.91897825,182584,21.4215236,32.63185188,8.866073241,42.50,-51.22,3
2269,明治HD,959228,19.2,1.3,1105494,29.6,9.8,84322,7.6,50675,4.6,6.8,61,7.5,9.6,0.1,0.1,170.2,1217395,93155,231946,76.6,208214,97.7,483296,92287,91896,1259,786453,742905,54539,3.2,868,0.07129978355,1259,0.1034175432,39.69919377,7.580694844,53.70,-38.93,2
2875,東洋水産,926826,15.7,1.9,489013,28.7,14.4,66696,13.6,55653,11.4,11.6,80.7,0.6,0.4,26.4,0,500.7,595846,248467,,,38397,40.2,178690,28476,3433,245034,493088,480705,50983,0.4,219991,36.92078154,245034,41.12371317,29.98929254,4.779087214,31.90,-62.21,7
3626,TIS,972588,21.7,3,549004,27.6,11.4,64568,11.8,48873,8.9,14.8,63.1,8.1,4.3,5.5,0.1,210.8,521741,94913,,,7709,7.1,81184,51709,42192,53087,341337,329165,43647,0.5,43204,8.280736994,52721,10.10482212,15.56021091,9.910856153,32.60,-24.52,6
4188,三菱ケミカルG,1002615,19.3,0.6,4387218,26.1,10.6,261831,6,119596,2.7,6.6,29.7,60.7,368.6,335,2,128.9,6091957,283485,823687,68.5,812377,91.5,2067680,2062967,3695632,3358671,2361387,1807934,190674,2.8,-1779482,-29.21035063,-3412147,-56.01068753,33.94114568,33.86378138,101.20,-56.01,6
5411,JFEHD,1060672,11.2,0.4,5174632,12.7,9.3,287003,5.5,197421,3.8,7.9,44.1,34.3,183.7,167.4,0.8,162.9,5686549,149639,740326,52.2,1275428,103,1939710,1571605,1948549,1775224,2559471,2508192,149137,0.8,-1421966,-25.00578119,-1798910,-31.63447638,34.11049478,27.63723657,69.20,-70.41,3
5929,三和HD,1033970,20.3,3.6,611107,32.3,11.9,65360,10.7,43228,7.1,14.8,58.6,8.7,4.2,5.3,0.1,229.9,496971,90814,20107,12,89545,78.9,94913,61230,43310,55306,293105,291196,59063,1.1,29584,5.952862441,47504,9.558706645,19.09829749,12.32063843,40.10,-38.62,4
6361,荏原製作所,1029609,14.2,2.2,866668,33.1,11.6,97953,11.3,71401,8.2,15.1,47.1,15,14.6,2.4,0.3,174,1005085,171031,170282,71.7,205960,129.7,201991,114408,150432,24397,485336,473277,50048,2.4,56623,5.633652875,20599,2.049478402,20.09690723,11.38291786,35.57,-58.89,6
7701,島津製作所,1076626,18.6,2.2,511895,43.1,5.9,72753,14.2,57037,11.1,11.6,74.7,1.9,1.2,11.2,0,310,658241,133567,,,152851,191.7,121281,23481,12471,121096,491458,491452,14625,2.4,110086,16.72426968,121096,18.39690934,18.42501455,3.567234493,36.00,-56.52,5
7735,SCREENHD,940600,10.3,2.3,504916,36.1,19.1,94164,18.6,70579,14,17,61.4,0.7,0.5,20.6,0,200.7,676863,110724,6051,4.4,176979,200.4,105405,16433,4729,193995,415935,415885,55918,5.4,94291,13.93058861,105995,15.65974207,15.57257525,2.427817742,30.10,-32.23,5
7912,大本印刷,917480,8.7,0.8,1424822,22,5.1,75450,5.3,110929,7.8,9.2,60.9,7.6,16.3,12.3,0.1,203.9,1978891,262204,,,169410,55.7,456782,305171,149805,112399,1278005,1205645,2200,2.5,-42967,-2.171266634,112399,5.679898489,23.08272664,15.42131426,15.91,-17.80,3
9023,東京地下鉄,1042023,17.9,1.5,407832,34.3,30.3,86942,21.3,53748,13.2,7.5,35.3,44.1,85.9,78.8,1.2,186.3,2029745,38762,,,7781,10.6,1543577,1143401,894691,820929,716529,716529,7564,,-1104639,-54.42255062,-855929,-42.16928728,76.04782867,56.33224863,43.20,-132.47,4
9042,阪急阪神HD,984411,14.1,1,997611,13.9,12.4,105689,10.6,67801,6.8,6.6,32.5,40.4,129.7,123.5,1.2,116,3160329,60514,88896,32.5,17410,7.4,2032204,1560528,1276370,1215856,1118551,1025884,14757,,-1500014,-47.46385582,-1215856,-38.47245018,64.30355827,49.37865646,21.30,-123.06,7
9143,SGHD,944771,16.9,1.6,1316940,11.7,5.9,89204,6.8,58279,4.4,10.1,53.5,19.8,22.6,8.7,0.4,110.9,1077432,131294,,,28067,8.8,458656,117784,213398,82104,581349,576837,35855,,13510,1.253907439,-82104,-7.620341701,42.56936865,10.9319196,56.00,-49.27,4
9684,スクウェア･エニックス･HD,1005841,35.9,3,356344,47,14.7,32558,9.1,14912,4.2,4.5,79.5,0,0,23.6,,488.8,421569,237639,44399,45.5,7111,13.7,27643,14151,0,237639,335714,335044,41791,0.6,223488,53.01338571,237639,56.37013158,6.557170949,3.356745871,63.40,-0.65,4
1911,住友林業,865059,7,1,2053650,24.5,1.3,194588,9.5,116528,5.7,13.3,39.7,28.9,73.6,55,0.7,233.2,2205795,157711,95473,17,893917,210.4,286231,598060,636556,475783,970912,876238,42353,0.1,-440349,-19.96327855,-478845,-21.70849966,12.9763192,27.11312701,25.50,-144.44,5
2702,本マクドナルドHD,799082,26.2,3.2,405477,20,13,48021,11.8,31961,7.9,12.6,75.1,0.1,0,8.9,0,146.8,337094,67327,25229,22.7,1660,1.9,149512,7981,263,71064,253044,253044,13496,,59346,17.60517838,67064,19.89474746,44.35320712,2.367588862,20.40,-72.96,2
2897,清食品HD,929418,16.6,1.9,732933,35.3,12.8,73361,10,54170,7.4,11.3,55.2,22.9,21.4,10.2,0.4,139.9,868451,85935,125298,62.4,75789,58.3,343027,122069,198595,94900,517927,479007,31557,1.5,-36134,-4.160741366,-112660,-12.97252234,39.49871668,14.05594559,38.00,-79.03,2
3635,コーエーテクモHD,786785,29.1,4.2,83150,63,41.3,32119,38.6,37628,45.3,20,89.9,0,0,5.7,,325.1,209828,24034,15123,66.4,177,2.1,36509,1492,0,44488,189421,188548,32765,,22542,10.74308481,24034,11.45414339,17.39948911,0.7110585813,50.40,-5.26,4
5201,AGC,947820,11.8,0.7,2067603,24.1,13.8,125835,6.1,94042,4.5,,49.7,18.7,57,45.6,0.4,141.3,2889665,107988,332442,58.7,454143,105.7,1550862,509196,539816,431828,1671697,1435788,42456,3,-401208,-13.88423918,-431828,-14.94387758,53.66926616,17.62128136,,-72.89,6
5334,本特殊陶業,956469,10.6,1.4,652993,39.5,20.4,129660,19.9,92625,14.2,13.7,68.1,29.9,31,6.6,0.4,383,990966,208192,147551,82.5,183932,170,219974,162594,296647,63192,674722,674573,98143,,45598,4.601368765,-88455,-8.926138737,22.19793616,16.4076265,38.17,-51.12,4
5713,住友金属鉱山,856691,27.6,0.5,1445388,11.5,14.6,,,58601,4.1,3.3,58.9,33.6,118.9,95,0.6,203.2,3029895,185750,178138,45,533523,152.2,723084,583077,1018691,813989,1974213,1784787,82597,0.8,-397327,-13.11355674,-832941,-27.49075463,23.86498542,19.24413222,173.40,-129.67,4
6305,立建機,916114,11,1.1,1371285,31.3,10.5,144989,10.6,81428,5.9,10.1,45.2,45.9,89.7,70.2,1,163.2,1791006,147136,270259,71.9,531183,205.7,486031,319798,821588,643128,857952,809337,98858,,-172662,-9.640503717,-674452,-37.65771862,27.13731836,17.85577491,45.70,-70.44,2
6465,ホシザキ,872492,22.8,2.4,445495,37.4,10.6,51479,11.6,37170,8.3,10.2,66.9,0,0,27.4,,303.5,543944,239035,70253,57.6,69164,90.5,80498,32676,0,239035,382677,363923,36677,1.3,206359,37.93754504,239035,43.94478108,14.79894989,6.007236039,40.60,-35.68,7
6479,ミネベアミツミ,861000,15.1,1.1,1402127,16.5,7.3,73536,5.2,54035,3.9,7.1,48.5,44.3,81,57.8,0.9,182.8,1575080,189309,290726,75.7,356564,111.2,530033,310383,697766,497306,775812,764094,22123,3,-121074,-7.686847652,-508457,-32.28134444,33.65117962,19.70585621,30.50,-110.30,5
6504,富士電機,937863,11.6,1.4,1123407,28.3,12.9,117646,10.5,92239,8.2,13.3,52.7,7.7,10.8,4,0.1,177.7,1312175,63542,323966,105.3,238649,108.1,347074,150050,101293,37751,730658,691767,58166,,-86508,-6.592718197,-37751,-2.876979061,26.45028293,11.43521253,24.90,-50.66,5
6506,安川電機,798008,17.2,1.9,537682,35.6,10.5,50156,9.3,56987,10.6,13.2,58,24.3,22.6,14.7,0.4,257.8,743774,59028,153740,104.4,206259,217.5,129069,124659,180701,117387,439610,431189,19201,,-65631,-8.824051392,-121673,-16.35886708,17.35325516,16.76033311,31.10,-64.56,4
6841,横河電機,820201,16.1,1.7,540152,47.2,11.8,78800,14.6,61685,11.4,13.2,66.2,3.4,2.9,18.2,0.1,266,708730,173543,,,57884,74.1,86697,46313,24129,149414,479656,468889,39705,6,127230,17.95182933,149414,21.08193529,12.23272614,6.53464648,28.90,-28.96,3
7752,リコー,873096,19.6,0.9,2348987,34.9,5.3,62023,2.6,44176,1.9,4.3,42.7,32.3,88.6,54.6,0.8,134.8,2395370,185810,519540,80.7,339081,81,203845,412493,773310,476304,1068432,1022881,37212,4.7,-226683,-9.46338144,-587500,-24.52648234,8.509958796,17.22042941,48.60,-94.50,5
9404,本テレビHD,813812,22,0.8,423523,33.5,10.5,41877,9.9,34660,8.2,3.4,77.9,0.8,1.3,20.5,0,305.8,1297722,137799,,,6762,8.8,254911,150101,10755,167044,1042479,1011491,35404,0.1,-12302,-0.9479688254,127044,9.789770074,19.64295897,11.56649883,21.80,-30.85,3
1944,きんでん,750080,14.4,1.3,705058,18.8,3.5,60979,8.6,47250,6.7,7.9,72.9,1.8,2,24.2,0,248.8,821693,104161,,,3471,2.2,151746,19497,14936,181220,599738,599044,11062,,84664,10.30360487,89225,10.85867836,18.46748116,2.372783996,38.10,-49.35,5
2212,山崎製パン,662599,17.9,1.6,1244488,32.6,5.9,51873,4.2,36015,2.9,8.8,48.3,11.8,15.1,8.8,0.2,125.9,849037,158532,119891,35.2,34246,14.9,359226,130164,99999,58533,458544,410205,28305,0.7,28368,3.341197145,58533,6.894045843,42.30981689,15.33078064,25.20,-65.44,3
2768,双,730101,6.3,0.8,2509714,13.8,0.7,,,110633,4.4,11.4,31.4,67.2,284.3,258,2.1,159.8,3087252,192299,899822,130.9,275871,46.6,259230,1094057,2075799,1883500,1007616,968957,63592,,-901758,-29.20908303,-1883500,-61.00894906,8.396787823,35.43789104,29.20,-19.66,5
3099,三越伊勢丹HD,680445,11.7,1.1,536441,59.5,10.6,54369,10.1,55580,10.4,9.3,48.5,7.8,14.2,8.8,0.2,69.6,1236300,35234,,,26985,45.3,704119,221927,96400,59823,601030,599671,29420,,-186693,-15.10094637,-61166,-4.947504651,56.95373291,17.95090188,37.90,-37.51,4
3231,野村不動産HD,735622,9.8,1,757638,35.2,17.7,118958,15.7,74835,9.9,10,27.9,57.5,210.1,205,2.1,247.2,2686569,37265,,,898147,667.6,890250,1334506,1545304,1508039,751439,750049,301136,,-1297241,-48.28615978,-1508039,-56.13252442,33.13706069,49.67324495,39.20,,7
3289,東急不動産HD,723537,9.9,0.9,1103047,19.6,14.2,120238,10.9,68545,6.2,9,25.1,54.2,227,206.8,2.2,218.6,3032889,116396,,,987356,406.3,1125520,1655437,1642364,1496587,782630,762326,88850,,-1539041,-50.7450487,-1525968,-50.31400754,37.11049102,54.58284164,33.60,-146.78,4
3349,コスモス薬品,731782,29.9,2.9,964989,19.5,5.7,31501,3.3,24454,2.5,9.8,52.5,6,3.9,0.8,0.1,64.8,474101,22765,672,0.3,88059,41.4,320043,29614,28529,5764,248822,248822,635,,-6849,-1.444628887,-5764,-1.215774698,67.50523623,6.246348352,19.40,-105.85,5
4528,小野薬品工業,783002,15.7,1,502672,74.7,22,159935,31.8,127977,25.5,15.7,75.4,14.3,19.7,2.1,0.2,354.5,1082304,160982,152211,110.5,77621,222.9,106733,138971,154286,16554,821495,815918,89831,22.4,22011,2.033716959,6696,0.618680149,9.861647005,12.84029256,75.10,-53.57,1
4732,ユー･エス･エス,689687,18.8,3.5,97606,60.5,48.3,48937,50.1,32906,33.7,16.6,83.9,1,0.3,12.7,0,445.8,236594,87278,,,1461,13.8,98540,9139,2413,87865,201913,198477,44485,,78139,33.02661944,84865,35.86946415,41.64940785,3.862735319,55.17,-12.45,4
6724,セイコーエプソン,615060,15,0.8,1362944,36.2,10.1,75108,5.5,55177,4,6.9,55.3,9.9,23.5,20.3,0.2,198.3,1456461,267000,210091,56.3,369781,155.2,379712,207451,144494,124957,804891,804752,67809,,59549,4.088609307,122506,8.411210462,26.0708663,14.24349845,43.90,-74.36,3
6845,アズビル,661361,17.4,2.8,290938,42.3,9.5,36841,12.7,30207,10.4,12.9,78.1,1.9,0.9,11.5,0,412.2,299561,75768,,,42367,92.1,41212,9144,5739,75929,237290,234020,19852,4.2,66624,22.24054533,70029,23.37720865,13.75746509,3.052466776,30.79,-2.73,4
8227,しまむら,685495,16,1.4,665358,34.7,7.9,59240,8.9,41885,6.3,8.4,88.3,0,0,43.3,,666.2,567144,161200,13726,7.5,56829,47.7,142614,10562,0,296995,500976,500976,41361,,150638,26.5608029,161200,28.42311653,25.14599467,1.862313628,35.10,-59.16,5
8439,東京センチュリー,724754,9.1,0.8,1346113,18.8,13.1,104225,7.7,72136,5.4,7.9,13.8,73.8,668,639.3,5.3,154.7,6563388,207921,,,31427,10.5,2941796,3588974,4841708,4633687,1054127,908113,176742,,-3381053,-51.51383706,-4633787,-70.60053436,44.82130266,54.6817284,35.50,,6
9009,京成電鉄,728259,11,1.4,296509,25.2,20.3,25241,8.5,87657,29.6,17.3,47.6,31.2,45.8,37.3,0.7,65.1,1067210,61652,,,7545,12.4,675292,346108,333454,271802,523189,507918,5510,,-284456,-26.65417303,-271802,-25.4684645,63.27639359,32.43110541,14.64,-7.14,6
9064,ヤマトHD,677649,28.2,1.2,1762696,4,2.7,14206,0.8,37937,2.2,6.4,46.5,13.7,25.6,5.1,0.3,147,1267428,208654,,,3397,0.7,474354,312437,173794,34860,600350,589259,7260,,-103783,-8.188473034,34860,2.750452097,37.4265047,24.65126224,41.10,-57.52,3
9401,TBSHD,737323,17.1,0.7,394309,30.5,6.7,15175,3.8,38126,9.7,3.7,72.8,1,1.8,6.3,0,197.1,1429011,60091,,,9647,12.9,273459,278826,13631,46490,1053976,1040434,15225,,-218735,-15.30674012,46460,3.251199606,19.13624178,19.51181621,24.90,-29.04,3
2670,エービーシー･マート,667326,14.7,1.8,372202,50.5,14.9,62550,16.8,45358,12.2,12.3,87.7,0.5,0.3,30.4,0,670.8,418725,195721,15744,15.4,91543,181.2,47855,1643,2020,203149,369747,367327,44544,,194078,46.34975222,193701,46.259717,11.42874201,0.3923816347,38.20,-30.03,7
3197,すかいらーくHD,661234,44.7,3.8,401130,67.4,16.9,24184,6,13965,3.5,8.1,36.8,22.6,16.1,13.2,0.6,41.8,470866,19170,20808,18.9,7772,21.7,210718,179965,106331,87068,173372,173372,50876,,-160795,-34.14878118,-87161,-18.51078651,44.75116063,38.22000314,30.10,-37.82,2
3563,FOOD&LIFE COMPANIES,605912,40.4,7.4,361129,56.9,15.6,23384,6.5,14633,4.1,18,22,79.2,48.4,40.9,3.6,91.4,369946,42959,15509,15.7,8302,19.4,191553,207216,293176,248038,83140,81360,35600,,-164257,-44.40026382,-250217,-67.63608743,51.77863796,56.01249912,23.50,-48.05,4
3769,GMOペイメントゲートウェイ,684227,37,6.7,73785,65.2,67,25187,34.1,18705,25.4,18.3,26.5,8.9,5,22.7,0.3,134.7,385793,188934,19809,98,2926,41.6,3736,34465,34320,155411,104777,102062,45025,,154469,40.03934753,154614,40.07693245,0.9683949683,8.933547265,50.30,16.01,3
3861,王子HD,634865,11.1,0.6,1696268,19.1,12,72600,4.3,50812,3,4.7,41.5,33.6,137.9,133.5,0.8,101.5,2602913,19377,,,311423,82.8,1354795,695411,875758,847766,1109237,1079357,87878,0.6,-676034,-25.97220883,-856381,-32.90086914,52.04918489,26.71664401,50.70,-125.70,5
4042,東ソー,645778,10.6,0.8,1005640,22.5,11.6,79845,7.9,57324,5.7,7.1,61.3,15.4,31.7,11,0.3,208.8,1325427,133896,,,245926,115.2,409609,81290,204612,70716,880581,812148,58261,2.2,52606,3.968985089,-70716,-5.335337216,30.90392756,6.133117856,54.90,-106.38,5
4784,GMOインターネット,43326,8.7,8.4,12997,46,0.1,139,1.1,5,0,,50,0,0,9.3,,181.6,10356,4024,3521,98.9,,,270,340,0,4025,5246,5176,35,,3684,35.57358053,4024,38.85670143,2.607184241,3.283120896,,,2
4816,東映アニメーション,679950,34.9,4.7,88654,42.2,18.4,23364,26.4,18795,21.2,13,81.4,0,0,11.6,,405.3,177443,78462,25598,105.4,10481,74.7,8279,3098,0,78573,144505,144505,15662,,75364,42.47223052,78462,44.21814329,4.665723641,1.745912772,35.49,-22.16,4
5332,TOTO,650493,21,1.2,724454,35.1,9.9,48479,6.7,12168,1.7,2.3,64.1,8.3,10.4,8.4,0.1,162.3,813924,122750,,,134629,104.5,261418,52737,67873,54877,530404,522058,20683,,70013,8.601908778,54877,6.742275692,32.11823217,6.479351881,139.40,-71.11,4
5406,神戸製鋼所,654251,5,0.6,2543142,17.1,8.1,186628,7.3,109552,4.3,9.9,38.8,32,140.4,109.3,0.8,158.7,2868008,203375,,,754597,130.7,1045850,789212,918798,715423,1188863,1111872,110419,1.6,-585837,-20.42661666,-715423,-24.94494437,36.4660768,27.5177754,32.80,-70.96,8
